url,content
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-1&lesson=01-what-is-the-dagbanli-language,"Dagbanli is a tonal language in which pitch is used to distinguish words. The tonal systems of Gur languages are rather divergent. Most Gur languages have been described as following the model of a two tone downstep system. A phenomenon in tone languages in which if two syllables have the same tone (for example, both with a high tone or both with a low tone), the second syllable is lower in pitch than the first."
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-1&lesson=01-what-is-the-dagbanli-language,"Native Dagbanli speakers are estimated to be over 1,160,000 (2013). It is a compulsory subject in primary and junior high school in the Dagbon Kingdom of Ghana."
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-1&lesson=01-what-is-the-dagbanli-language,"Dagbanli has a major dialect split between Eastern Dagbani, centred on the traditional capital town of Yendi, and Western Dagbani, centred on the administrative capital of the Northern Region, Tamale."
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-1&lesson=01-what-is-the-dagbanli-language,"The dialects are, however, mutually intelligible, and mainly consist of different root vowels in some lexemes, and different forms or pronunciations of some nouns, particularly those referring to local flora."
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-1&lesson=01-what-is-the-dagbanli-language,"The words Dagbani and Dagbanli given above for the name of the language are respectively the Eastern and Western dialect forms of the name, but the Dagbani Orthography Committee resolved that “It was decided that in the spelling system <Dagbani> is used to refer to the language, and <Dagbanli> … to the life and culture”;[5][original research?] in the spoken language, each dialect used its form of the name for both functions."
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-1&lesson=01-what-is-the-dagbanli-language,"Dagbani is written in Latin alphabet with the addition of the apostrophe, the letters ɛ, ɣ, ŋ, ɔ, and ʒ, and the digraphs ch, gb, kp, and ny."
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-1&lesson=01-what-is-the-dagbanli-language,"Source, References and further reading::"
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-1&lesson=01-what-is-the-dagbanli-language,https://en.wikipedia.org/wiki/Dagbani_language
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-1&lesson=01-what-is-the-dagbanli-language,https://en.wikipedia.org/wiki/Gur_languages
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-1&lesson=01-what-is-the-dagbanli-language,https://en.wikipedia.org/wiki/Downstep
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-1&lesson=02-what-is-the-difference-between-dagbanli-and-dagbani,Learn Dagbanli (Dagbanli Bↄhimbu)
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-1&lesson=02-what-is-the-difference-between-dagbanli-and-dagbani,What Is The Difference Between Dagbanli and Dagbani
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-1&lesson=02-what-is-the-difference-between-dagbanli-and-dagbani,Mark Complete
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-1&lesson=02-what-is-the-difference-between-dagbanli-and-dagbani,"""We use ""Dagbanli"" when we talk about the language, ""Dagbaŋ"" when we talk about the kingdom and culture, and ""Dagbamba"" to reference the people of this community, instead of ""Dagbani,"" Dagbon"" and ""Dagomba"" respectively as an act of resistance and steps toward decolonization."
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-1&lesson=02-what-is-the-difference-between-dagbanli-and-dagbani,"In this project, we use the correct spelling of these words to not only challenge the colonial spelling but to truly represent how these words are used by Dagbamba, the people who speak the language in Ghana."""
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-1&lesson=02-what-is-the-difference-between-dagbanli-and-dagbani,"- Dr. Wunpini F. Mohammed, Ph.D - Assistant Professor at Grady College of Journalism and Mass Communication, Georgia, USA"
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-1&lesson=02-what-is-the-difference-between-dagbanli-and-dagbani,So why do we see Dagbani everywhere instead of Dagbanli?
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-1&lesson=02-what-is-the-difference-between-dagbanli-and-dagbani,"""When it comes to education, we refer to the language as Dagbani. We know that it is Dagbanli in Tomo dialect and Dagbani in Nayahili dialect, but those who study the language, who we refer to as Dagbani linguists decided that we should refer to the language of study as Dagbaani (I am following the pronunciation here). It is a new name. It is neither Dagbani as it is pronounced by the people of Yendi and its environs nor Dagbanli by the Tomo people. It is a coinage but written as the way the Nayahili speakers write it. We do not want to use two names for it. It will not speak well of us."
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-1&lesson=02-what-is-the-difference-between-dagbanli-and-dagbani,"The speakers of Dagbani are Dagbamba (singular, Dagbana) and not Dagomba. That's how we refer to ourselves. They could not say Dagbamba but Dagomba. We prefer the way we call ourselves to that of the whiteman.Dagbamba refer to the current Dagbamba, ŋmampirisi and Nanumba. They all speak Dagbani, each has its own dialect. So, I want say that Dagbanli, Dagbani and Nanunli are all dialects of Dagbani. But we do not study each dialect. We rather study Dagbani."""
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-1&lesson=02-what-is-the-difference-between-dagbanli-and-dagbani,"- Mr Pazzack Adam - University of Education, Winneba, Ghana · Department of Applied Linguistics"
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-1&lesson=02-what-is-the-difference-between-dagbanli-and-dagbani,"On this site, we have chosen to use Dagbanli as the name of the language, to truly reflect how the people call it. We are not an academic source of learning the language and do not claim to be. We do not represent a source for higher language acquisition nor a source of study for official language tests. We are pushing an initiative to digitize the Dagbanli language and culture and to seek support from professionals in creating quality content. Every lesson is up for review and as such, we welcome all corrections and suggestions."
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-1&lesson=07-20-everyday-verbs-part-one,Learn Dagbanli (Dagbanli Bↄhimbu)
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-1&lesson=07-20-everyday-verbs-part-one,20 Everyday Verbs – Part 1
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-1&lesson=07-20-everyday-verbs-part-one,Mark Complete
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-1&lesson=07-20-everyday-verbs-part-one,Here are some common verbs in Dagbani.
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-1&lesson=07-20-everyday-verbs-part-one,Translation
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-1&lesson=07-20-everyday-verbs-part-one,Bɛ Be
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-1&lesson=07-20-everyday-verbs-part-one,Mali Have
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-1&lesson=07-20-everyday-verbs-part-one,Niŋ Do
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-1&lesson=07-20-everyday-verbs-part-one,Yɛli Say
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-1&lesson=07-20-everyday-verbs-part-one,Chama Go
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-1&lesson=07-20-everyday-verbs-part-one,Bɔli Call
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-1&lesson=07-20-everyday-verbs-part-one,Malli Make
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-1&lesson=07-20-everyday-verbs-part-one,Mi Know
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-1&lesson=07-20-everyday-verbs-part-one,Tɛhi Think
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-1&lesson=07-20-everyday-verbs-part-one,Kp’ɣi Take
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-1&lesson=07-20-everyday-verbs-part-one,Nya See
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-1&lesson=07-20-everyday-verbs-part-one,Gbihi Sleep
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-1&lesson=07-20-everyday-verbs-part-one,Bori Want
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-1&lesson=07-20-everyday-verbs-part-one,Yuli / Nya Look/See
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-1&lesson=07-20-everyday-verbs-part-one,Bohi Ask
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-1&lesson=07-20-everyday-verbs-part-one,Bo Find
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-1&lesson=07-20-everyday-verbs-part-one,Tibu Give
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-1&lesson=07-20-everyday-verbs-part-one,Yeli Tell
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-1&lesson=07-20-everyday-verbs-part-one,Tum work
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-1&lesson=07-20-everyday-verbs-part-one,Glossary
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-1&lesson=07-20-everyday-verbs-part-one,"ɛ, ɣ, ŋ, ɔ, and ʒ   Help us make this lesson better and accurate. Found any issues/corrections? Click here to suggest:"
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-1&lesson=07-20-everyday-verbs-part-one,Lesson by: Rasheeda Yehuza
